frame type bbox1 bbox2 bbox3 bbox4 score X Y Z width_m height_m
0 Car 0.9423202276229858 224.7318572998047 287.0970458984375 366.9574279785156 0.938926637172699 -2.6595386477960727 0.6667496352495315 4.0873319166106254 1.654211868003091 0.8221818682137944
0 Car 1075.631591796875 151.49278259277344 1198.0335693359375 190.32650756835938 0.8496956825256348 24.230579173441665 -0.43648852312641734 32.15800296296296 5.567084440043569 1.766234748875052
0 Car 448.12255859375 170.94937133789062 482.00128173828125 196.48719787597656 0.8492424488067627 -8.41566604460363 0.19442214231289298 42.8018490140845 2.0508781959365447 1.5459547101327087
0 Pedestrian 573.269287109375 149.8642120361328 619.4230346679688 317.0370178222656 0.8388369083404541 -0.06362951766014968 0.4355136388742198 5.816136421052631 0.37965739043035057 1.3751514135468135
0 Pedestrian 108.48087310791016 181.8194580078125 145.6288604736328 249.50286865234375 0.8024829626083374 -7.993304351246515 0.5890681219386906 11.84768530214425 0.6224709704360255 1.134138382560037
0 Pedestrian 139.04806518554688 178.2906951904297 160.2995147705078 256.2680358886719 0.7355586290359497 -6.488589256195824 0.5250866537842527 10.096117209302324 0.30345426532116626 1.1134561216016385
0 Pedestrian 939.8829956054688 144.47393798828125 992.56982421875 290.30023193359375 0.6858119964599609 4.6463174745574864 0.47317631626553763 9.071436656716417 0.6759715742716312 1.870950142244128
0 Pedestrian 557.3809204101562 157.86978149414062 592.994384765625 295.9399719238281 0.4460778534412384 -0.32552212532314506 0.5227312826618679 7.965743853211008 0.40122765807295835 1.5555234560404156
1 Car 0.8141704201698303 224.46762084960938 286.5861511230469 366.9410095214844 0.9393258094787598 -2.6613857518944672 0.6659384260736929 4.0873319166106254 1.6519992843496274 0.8236144619423643
1 Pedestrian 940.6217651367188 149.1373291015625 1022.263427734375 289.8775939941406 0.9206439852714539 4.834325610134412 0.4996350064050327 9.05791737704918 1.0459008082385437 1.803005378862532
1 Car 448.121826171875 171.0821075439453 482.0100402832031 196.52822875976562 0.8478725552558899 -8.415423110407371 0.19968171384709082 42.8018490140845 2.051452739929216 1.5404032480813339
1 Car 1060.8482666015625 151.66554260253906 1184.5830078125 191.19459533691406 0.8379775881767273 23.464362554684165 -0.41064588404363334 31.98875031578947 5.598081692444226 1.7883972138005042
1 Pedestrian 574.1553344726562 155.07608032226562 618.3002319335938 318.65692138671875 0.8129726052284241 -0.05456710937873546 0.3915898819669261 4.912594730189796 0.3067197586241447 1.1365634302632743
1 Pedestrian 116.98764038085938 181.06365966796875 153.94805908203125 251.43402099609375 0.7851242423057556 -7.746627569746351 0.5908532183969859 11.68819723076923 0.6109908651505749 1.1632889848043422
2 Car 0.7874782681465149 224.31057739257812 287.15264892578125 367.0630187988281 0.9354391694068909 -2.6598254895019315 0.6658371627524443 4.0873319166106254 1.6554284147294949 0.8252276184049031
2 Pedestrian 942.8934326171875 147.95069885253906 1034.9676513671875 290.3601989746094 0.8941582441329956 4.922916029171633 0.4943886241781712 9.044438333333332 1.1777956552311397 1.8216748703872423
2 Pedestrian 575.0066528320312 159.45616149902344 618.7223510742188 314.7743225097656 0.8632977604866028 -0.08023426827564079 0.6293497482989937 7.860660196643398 0.4860117238512746 1.726758354860109
2 Car 448.11944580078125 170.9708251953125 481.9326477050781 196.52301025390625 0.846169650554657 -8.358971675389254 0.1947837565889772 42.502535384615385 2.0325977416348793 1.5360069652952366
2 Car 1045.341796875 151.50848388671875 1166.6741943359375 191.45751953125 0.813803493976593 22.126197026827846 -0.3977830930379638 31.168525948717946 5.348639732309175 1.7610547865797057
2 Pedestrian 125.23229217529297 179.51490783691406 157.16770935058594 253.11386108398438 0.7596201300621033 -7.507494763450851 0.5807681077068343 11.467665207547169 0.517962004105812 1.1937048172783977
3 Car 0.7967388033866882 225.9759979248047 287.01708984375 367.04052734375 0.9414891600608826 -2.6584027822631766 0.670135247156992 4.0845850537634405 1.6534792806419483 0.8149220549129985
3 Pedestrian 969.5216674804688 145.07284545898438 1040.9049072265625 287.95867919921875 0.8786369562149048 5.123577397550612 0.4599378309995101 9.030999346210995 0.9117638493912594 1.8250521867299347
3 Car 1035.2265625 153.3944854736328 1148.984130859375 193.3143768310547 0.8684987425804138 21.62422647954194 -0.31691092216659933 31.329188453608246 5.040571141439616 1.768841012054233
3 Car 448.4398498535156 172.3160400390625 482.0758361816406 197.44920349121094 0.8401721119880676 -8.345037811173219 0.26305382088147294 42.502535384615385 2.0219448617056432 1.5108185086277026
3 Pedestrian 579.0262451171875 162.806884765625 619.8198852539062 303.9767150878906 0.8263575434684753 -0.03123516850312183 0.3546069994600595 4.740922433697348 0.2735304082421784 0.9465750344934606
3 Pedestrian 132.5382843017578 181.09762573242188 161.45262145996094 259.6526184082031 0.800548791885376 -6.60362011911331 0.5759892119243059 10.21489505882353 0.41773171936735765 1.1349010691754542
3 Pedestrian 176.009765625 175.6619415283203 202.672119140625 275.0260314941406 0.6634718179702759 -6.052883096431468 0.654374209020365 10.318951714770797 0.38912072825739846 1.4501580675342458
4 Car 0.8411933779716492 228.3694305419922 286.8392028808594 367.0793762207031 0.9403852820396423 -2.6641594873491914 0.6785288272657988 4.092836740740741 1.6555325930909464 0.8029385814821971
4 Pedestrian 997.8280029296875 143.8764190673828 1053.8604736328125 289.9837646484375 0.8520792722702026 5.339489235956481 0.4611189632159346 8.951196701030927 0.7093673198013555 1.8497091925011766
4 Car 448.4393005371094 174.26939392089844 482.3854675292969 199.15225219726562 0.8397684097290039 -8.453985516537923 0.37824175441909075 43.10540822695035 2.0695351596253184 1.5169886510829695
4 Pedestrian 177.06289672851562 175.3040313720703 203.69439697265625 276.69940185546875 0.8140875697135925 -6.972995957229923 0.766824155281714 11.917377568627451 0.44887625746665466 1.7090278057859931
4 Car 1036.4876708984375 156.8331756591797 1136.7794189453125 194.07968139648438 0.7965952754020691 21.056161483945246 -0.22036421795782923 30.85209421319797 4.37623014342635 1.625251172895218
4 Pedestrian 140.4112548828125 183.4240264892578 162.22976684570312 261.0042419433594 0.6632491946220398 -6.454353837425307 0.5945636868777138 10.079374063018241 0.311034808424834 1.105948356714925
4 Pedestrian 589.9991455078125 182.12954711914062 619.6636352539062 307.5215759277344 0.5997575521469116 0.005021018805788929 0.43060114318794274 4.733537819314641 0.1985971616177346 0.8394717463210408
4 Bike 869.8052368164062 227.94302368164062 884.7354125976562 264.446044921875 0.5694540143013 1.834654529751678 0.4411403805845752 4.748330125 0.10026656335513631 0.24514329539470547
4 Bike 870.0974731445312 212.50711059570312 884.755615234375 265.50079345703125 0.411342978477478 4.455253255093568 0.95344850117108 11.52419848056029 0.23891309813843842 0.8637441823502428
5 Car 0.8268939852714539 228.81739807128906 286.8504333496094 367.10650634765625 0.9409893751144409 -2.6623755242891036 0.6794463665219036 4.090082476446836 1.6545661896636918 0.7999638192762918
5 Pedestrian 1005.1076049804688 144.70709228515625 1080.8978271484375 288.7189636230469 0.8922714591026306 5.500013246019786 0.45369369417770017 8.859857959183673 0.9497083203436829 1.8045767452000097
5 Bike 869.7208251953125 201.40679931640625 907.7584838867188 267.0863342285156 0.866650402545929 4.643167439382883 0.8765727321476833 11.532946034155596 0.6204465020382848 1.071323501331231
5 Car 448.31805419921875 174.16796875 482.3466491699219 199.267578125 0.8494935631752014 -8.340558905310084 0.37336946491189127 42.502535384615385 2.0455455677999463 1.508801487535539
5 Pedestrian 179.0478515625 176.26832580566406 210.07118225097656 276.5445251464844 0.8275116682052612 -6.902527028083772 0.7736455584249667 11.917377568627451 0.5229009423401766 1.6901640786455865
5 Car 1041.4375 157.70700073242188 1115.916748046875 194.56021118164062 0.7142252326011658 20.814641157402413 -0.19178913163439648 31.009502857142856 3.2664829101838047 1.6162942735675372
6 Car 0.8093650937080383 228.4228515625 286.8909912109375 367.1519470214844 0.943533718585968 -2.6587305440148357 0.6775247495210039 4.0845850537634405 1.6526778743643138 0.8014303809280189
6 Pedestrian 1005.6075439453125 145.3197784423828 1104.0628662109375 287.68511962890625 0.9078240394592285 5.640061542721006 0.4503984249413988 8.846961513828239 1.2319232151358341 1.7813477707710044
6 Pedestrian 184.0613555908203 176.85687255859375 224.4036865234375 276.9299621582031 0.8433262705802917 -6.739487700156984 0.7818538490413556 11.917377568627451 0.6799735035767908 1.6867406462570995
6 Bike 870.270751953125 203.29879760742188 933.408447265625 264.8288269042969 0.8411499261856079 4.8476469802753615 0.8719372249183527 11.511103333333333 1.027912105946082 1.0017385284722795
6 Car 448.4214782714844 174.2524871826172 482.36041259765625 199.180908203125 0.8406198024749756 -8.337036685667561 0.37330479916064185 42.502535384615385 2.040155837951127 1.49851091926224
6 Pedestrian 870.0748291015625 164.84254455566406 903.6259155273438 248.62460327148438 0.777757465839386 4.603615136557156 0.42698777417612976 11.511103333333333 0.5462278553882527 1.3640122907373051
7 Car 0.8680217862129211 228.83712768554688 286.77471923828125 366.9588623046875 0.9408992528915405 -2.6606850589703437 0.6786197164737838 4.0873319166106254 1.652778058996136 0.798458288957271
7 Bike 870.4259033203125 198.66793823242188 958.7640380859375 266.358642578125 0.9146561622619629 5.064903188210637 0.8483006119361921 11.532946034155596 1.4409164127733631 1.1041284394638053
7 Pedestrian 1015.1729736328125 144.03643798828125 1105.888427734375 287.5775451660156 0.908634603023529 5.703025142419258 0.44105450572543436 8.834102558139534 1.133428213763033 1.793449002943648
7 Car 448.3709716796875 174.0657501220703 482.5022888183594 199.02606201171875 0.8446585536003113 -8.392982641343128 0.36559468544140356 42.8018490140845 2.066169194738285 1.5109943547715707
7 Pedestrian 188.3132781982422 177.1873321533203 231.3195343017578 276.3202819824219 0.8260605931282043 -6.606509010901885 0.7749422217704452 11.84768530214425 0.7206351641078966 1.6611231955797847
7 Pedestrian 875.5523681640625 162.79354858398438 925.8405151367188 246.4208221435547 0.7455072402954102 4.829035817811596 0.3923691438718235 11.511103333333333 0.818715266734724 1.3614923138020902
7 Pedestrian 175.9788360595703 179.43768310546875 196.21766662597656 277.50787353515625 0.5547559857368469 -6.048859633390472 0.6941444427648009 10.232091851851852 0.2928870353588294 1.4192266315873092
7 Car 960.6272583007812 169.44483947753906 1017.63525390625 197.62908935546875 0.48529914021492004 10.408568959310498 0.08191603373185556 19.11277534591195 1.5410255167893665 0.7618694144947409
8 Car 0.8019332885742188 228.35479736328125 286.672119140625 367.1999816894531 0.9445906281471252 -2.6629634685312022 0.6783787230124967 4.090082476446836 1.653679082479925 0.8031805637195406
8 Bike 878.1970825195312 195.03196716308594 983.8434448242188 266.43951416015625 0.8916488289833069 5.353137809202899 0.8224274990732019 11.576881066666665 1.729802110726004 1.1691924153626816
8 Car 448.419921875 174.2112274169922 482.2976989746094 199.19964599609375 0.8439719676971436 -8.397693532601366 0.3752520125207922 42.8018490140845 2.050820926278111 1.512695817849546
8 Pedestrian 1041.9794921875 138.36395263671875 1120.6182861328125 286.001220703125 0.8410040140151978 5.9625096040384475 0.39577001896805597 8.834102558139534 0.982538517132105 1.844627761461855
8 Pedestrian 198.2402801513672 174.0848846435547 231.8115997314453 277.8916320800781 0.8363935351371765 -6.49389801741253 0.7591546228909162 11.801674873786407 0.5603538519422361 1.7326846698682965
8 Pedestrian 896.3756713867188 162.0929718017578 952.6124267578125 243.01376342773438 0.7594037652015686 5.226370764261098 0.3596130865675648 11.532946034155596 0.9172987864224377 1.3199293498537341
8 Pedestrian 178.08786010742188 178.41209411621094 205.24461364746094 277.25775146484375 0.7362318634986877 -6.445744895836546 0.7397067865928313 11.050659199999998 0.4244400331764209 1.5448847382491102
8 Car 944.5504150390625 156.15919494628906 1057.891845703125 198.75881958007812 0.666343629360199 5.541965308590583 -0.04252823862867395 9.86666 1.5816455235524294 0.5944649296579759
8 Car 944.291259765625 160.4454803466797 1017.8885498046875 197.52981567382812 0.4512423574924469 10.223346099884873 -0.04118944719597853 19.173068012618295 1.9957389781212431 1.0056165580393903
9 Car 0.820843517780304 228.24098205566406 286.51959228515625 367.1288146972656 0.9463197588920593 -2.6615588465411895 0.6773878411141172 4.0873319166106254 1.6515759429683563 0.8028869715094733
9 Bike 903.2152099609375 195.66319274902344 1007.9171142578125 263.5590515136719 0.9058536887168884 5.788115346810691 0.8086343101776181 11.643414865900382 1.7241905323692612 1.1180827861273328
9 Car 448.38201904296875 174.13812255859375 482.2213439941406 199.0129852294922 0.8449785113334656 -8.401151881007415 0.36738944264037554 42.8018490140845 2.0484931917740403 1.5058216114291911
9 Pedestrian 206.3802947998047 173.36663818359375 242.79347229003906 274.2499084472656 0.828478217124939 -6.322036249552861 0.7213668089953743 11.778803410852712 0.606610683614223 1.680624261815568
9 Pedestrian 179.4855499267578 179.14419555664062 225.09793090820312 279.00030517578125 0.8257061243057251 -6.504372619124881 0.7862051173745983 11.446068851224105 0.7383961106840612 1.6165208082605629
9 Pedestrian 919.937255859375 157.36502075195312 976.8885498046875 247.001953125 0.781005322933197 5.637916416568154 0.354926795037239 11.576881066666665 0.9324927647869196 1.467671497961467
9 Pedestrian 1066.657470703125 134.0740966796875 1115.533935546875 286.1446838378906 0.6044909358024597 6.076082649752333 0.3693300158158177 8.821280928882437 0.6097920289255145 1.8972614361440026
9 Car 953.0586547851562 160.4191436767578 1017.6707763671875 193.97128295898438 0.5092694163322449 10.274443231840596 -0.08923195192213801 19.05286068965517 1.7411031329293494 0.9041296492114049
10 Car 0.8305709958076477 228.39468383789062 286.5572204589844 367.0863342285156 0.9453238248825073 -2.665006375743316 0.6786220566964023 4.092836740740741 1.6539617940808942 0.8028326770887404
10 Pedestrian 1078.7093505859375 137.37437438964844 1151.5653076171875 286.8014831542969 0.8736347556114197 6.376030527115871 0.3940146368930267 8.821280928882437 0.9089647133732314 1.8642808992295656
10 Bike 925.8484497070312 193.0733184814453 1021.6723022460938 261.086669921875 0.8704797625541687 6.064495022496606 0.7640253724751912 11.598974351145037 1.571967340648651 1.1157427337711208
10 Pedestrian 212.94151306152344 173.1977081298828 256.7122802734375 272.8604736328125 0.8454734086990356 -6.151446869865801 0.7083863326520105 11.778803410852712 0.729181490076199 1.66029175368807
10 Car 448.37164306640625 174.3866729736328 482.3515930175781 199.32933044433594 0.8406311869621277 -8.338799629978219 0.38179894369178413 42.502535384615385 2.042621391700893 1.4993667085660094
10 Pedestrian 183.88714599609375 179.3501739501953 228.0171356201172 280.31610107421875 0.8026667237281799 -6.396928436058603 0.7925524768127179 11.36049076635514 0.709057118991655 1.62226662668212
10 Pedestrian 945.8255615234375 154.4928741455078 1000.0335693359375 249.33995056152344 0.7718815207481384 6.027858680344992 0.34988739360911403 11.554871787072242 0.8858881270458057 1.5500274271761587
